row_id,zone,state,lga,period,live_births_count
10301,South South,Cross River,cr Bakassi Local Government Area,24-May,25
10302,South South,Cross River,cr Bakassi Local Government Area,24-Jun,21
10303,South South,Cross River,cr Bakassi Local Government Area,24-Jul,25
10304,South South,Cross River,cr Bakassi Local Government Area,24-Aug,19
10305,South South,Cross River,cr Bakassi Local Government Area,24-Sep,15
10306,South South,Cross River,cr Bakassi Local Government Area,24-Oct,36
10307,South South,Cross River,cr Bakassi Local Government Area,24-Nov,43
10308,South South,Cross River,cr Bakassi Local Government Area,24-Dec,33
10309,South South,Cross River,cr Bakassi Local Government Area,25-Jan,45
10310,South South,Cross River,cr Bakassi Local Government Area,25-Feb,37
10311,South South,Cross River,cr Bakassi Local Government Area,25-Mar,30
10312,South South,Cross River,cr Bakassi Local Government Area,25-Apr,27
10313,South South,Cross River,cr Bakassi Local Government Area,25-May,40
10314,South South,Cross River,cr Bakassi Local Government Area,25-Jun,42
10315,South South,Cross River,cr Bakassi Local Government Area,25-Jul,60
10316,South South,Cross River,cr Bakassi Local Government Area,25-Aug,54
10317,South South,Cross River,cr Bakassi Local Government Area,25-Sep,53
10318,South South,Cross River,cr Bakassi Local Government Area,25-Oct,42
10319,South South,Cross River,cr Bakassi Local Government Area,25-Nov,56
10320,South South,Cross River,cr Bakassi Local Government Area,25-Dec,64
10321,South South,Cross River,cr Bekwarra Local Government Area,21-Jan,118
10322,South South,Cross River,cr Bekwarra Local Government Area,21-Feb,71
10323,South South,Cross River,cr Bekwarra Local Government Area,21-Mar,126
10324,South South,Cross River,cr Bekwarra Local Government Area,21-Apr,140
10325,South South,Cross River,cr Bekwarra Local Government Area,21-May,153
10326,South South,Cross River,cr Bekwarra Local Government Area,21-Jun,138
10327,South South,Cross River,cr Bekwarra Local Government Area,21-Jul,126
10328,South South,Cross River,cr Bekwarra Local Government Area,21-Aug,109
10329,South South,Cross River,cr Bekwarra Local Government Area,21-Sep,86
10330,South South,Cross River,cr Bekwarra Local Government Area,21-Oct,25
10331,South South,Cross River,cr Bekwarra Local Government Area,21-Nov,88
10332,South South,Cross River,cr Bekwarra Local Government Area,21-Dec,78
10333,South South,Cross River,cr Bekwarra Local Government Area,22-Jan,97
10334,South South,Cross River,cr Bekwarra Local Government Area,22-Feb,131
10335,South South,Cross River,cr Bekwarra Local Government Area,22-Mar,143
10336,South South,Cross River,cr Bekwarra Local Government Area,22-Apr,102
10337,South South,Cross River,cr Bekwarra Local Government Area,22-May,116
10338,South South,Cross River,cr Bekwarra Local Government Area,22-Jun,118
10339,South South,Cross River,cr Bekwarra Local Government Area,22-Jul,72
10340,South South,Cross River,cr Bekwarra Local Government Area,22-Aug,77
10341,South South,Cross River,cr Bekwarra Local Government Area,22-Sep,101
10342,South South,Cross River,cr Bekwarra Local Government Area,22-Oct,132
10343,South South,Cross River,cr Bekwarra Local Government Area,22-Nov,121
10344,South South,Cross River,cr Bekwarra Local Government Area,22-Dec,73
10345,South South,Cross River,cr Bekwarra Local Government Area,23-Jan,125
10346,South South,Cross River,cr Bekwarra Local Government Area,23-Feb,101
10347,South South,Cross River,cr Bekwarra Local Government Area,23-Mar,108
10348,South South,Cross River,cr Bekwarra Local Government Area,23-Apr,115
10349,South South,Cross River,cr Bekwarra Local Government Area,23-May,158
10350,South South,Cross River,cr Bekwarra Local Government Area,23-Jun,128
10351,South South,Cross River,cr Bekwarra Local Government Area,23-Jul,122
10352,South South,Cross River,cr Bekwarra Local Government Area,23-Aug,127
10353,South South,Cross River,cr Bekwarra Local Government Area,23-Sep,133
10354,South South,Cross River,cr Bekwarra Local Government Area,23-Oct,145
10355,South South,Cross River,cr Bekwarra Local Government Area,23-Nov,115
10356,South South,Cross River,cr Bekwarra Local Government Area,23-Dec,103
10357,South South,Cross River,cr Bekwarra Local Government Area,24-Jan,100
10358,South South,Cross River,cr Bekwarra Local Government Area,24-Feb,105
10359,South South,Cross River,cr Bekwarra Local Government Area,24-Mar,131
10360,South South,Cross River,cr Bekwarra Local Government Area,24-Apr,126
10361,South South,Cross River,cr Bekwarra Local Government Area,24-May,128
10362,South South,Cross River,cr Bekwarra Local Government Area,24-Jun,133
10363,South South,Cross River,cr Bekwarra Local Government Area,24-Jul,116
10364,South South,Cross River,cr Bekwarra Local Government Area,24-Aug,111
10365,South South,Cross River,cr Bekwarra Local Government Area,24-Sep,135
10366,South South,Cross River,cr Bekwarra Local Government Area,24-Oct,136
10367,South South,Cross River,cr Bekwarra Local Government Area,24-Nov,99
10368,South South,Cross River,cr Bekwarra Local Government Area,24-Dec,75
10369,South South,Cross River,cr Bekwarra Local Government Area,25-Jan,108
10370,South South,Cross River,cr Bekwarra Local Government Area,25-Feb,101
10371,South South,Cross River,cr Bekwarra Local Government Area,25-Mar,176
10372,South South,Cross River,cr Bekwarra Local Government Area,25-Apr,154
10373,South South,Cross River,cr Bekwarra Local Government Area,25-May,167
10374,South South,Cross River,cr Bekwarra Local Government Area,25-Jun,136
10375,South South,Cross River,cr Bekwarra Local Government Area,25-Jul,147
10376,South South,Cross River,cr Bekwarra Local Government Area,25-Aug,146
10377,South South,Cross River,cr Bekwarra Local Government Area,25-Sep,159
10378,South South,Cross River,cr Bekwarra Local Government Area,25-Oct,161
10379,South South,Cross River,cr Bekwarra Local Government Area,25-Nov,137
10380,South South,Cross River,cr Bekwarra Local Government Area,25-Dec,122
10381,South South,Cross River,cr Biase Local Government Area,21-Jan,126
10382,South South,Cross River,cr Biase Local Government Area,21-Feb,118
10383,South South,Cross River,cr Biase Local Government Area,21-Mar,134
10384,South South,Cross River,cr Biase Local Government Area,21-Apr,136
10385,South South,Cross River,cr Biase Local Government Area,21-May,164
10386,South South,Cross River,cr Biase Local Government Area,21-Jun,158
10387,South South,Cross River,cr Biase Local Government Area,21-Jul,128
10388,South South,Cross River,cr Biase Local Government Area,21-Aug,109
10389,South South,Cross River,cr Biase Local Government Area,21-Sep,126
10390,South South,Cross River,cr Biase Local Government Area,21-Oct,47
10391,South South,Cross River,cr Biase Local Government Area,21-Nov,90
10392,South South,Cross River,cr Biase Local Government Area,21-Dec,119
10393,South South,Cross River,cr Biase Local Government Area,22-Jan,122
10394,South South,Cross River,cr Biase Local Government Area,22-Feb,118
10395,South South,Cross River,cr Biase Local Government Area,22-Mar,157
10396,South South,Cross River,cr Biase Local Government Area,22-Apr,154
10397,South South,Cross River,cr Biase Local Government Area,22-May,166
10398,South South,Cross River,cr Biase Local Government Area,22-Jun,121
10399,South South,Cross River,cr Biase Local Government Area,22-Jul,155
10400,South South,Cross River,cr Biase Local Government Area,22-Aug,120
10401,South South,Cross River,cr Biase Local Government Area,22-Sep,152
10402,South South,Cross River,cr Biase Local Government Area,22-Oct,161
10403,South South,Cross River,cr Biase Local Government Area,22-Nov,154
10404,South South,Cross River,cr Biase Local Government Area,22-Dec,173
10405,South South,Cross River,cr Biase Local Government Area,23-Jan,137
10406,South South,Cross River,cr Biase Local Government Area,23-Feb,124
10407,South South,Cross River,cr Biase Local Government Area,23-Mar,121
10408,South South,Cross River,cr Biase Local Government Area,23-Apr,166
10409,South South,Cross River,cr Biase Local Government Area,23-May,133
10410,South South,Cross River,cr Biase Local Government Area,23-Jun,145
10411,South South,Cross River,cr Biase Local Government Area,23-Jul,141
10412,South South,Cross River,cr Biase Local Government Area,23-Aug,128
10413,South South,Cross River,cr Biase Local Government Area,23-Sep,155
10414,South South,Cross River,cr Biase Local Government Area,23-Oct,153
10415,South South,Cross River,cr Biase Local Government Area,23-Nov,151
10416,South South,Cross River,cr Biase Local Government Area,23-Dec,158
10417,South South,Cross River,cr Biase Local Government Area,24-Jan,162
10418,South South,Cross River,cr Biase Local Government Area,24-Feb,151
10419,South South,Cross River,cr Biase Local Government Area,24-Mar,142
10420,South South,Cross River,cr Biase Local Government Area,24-Apr,152
10421,South South,Cross River,cr Biase Local Government Area,24-May,149
10422,South South,Cross River,cr Biase Local Government Area,24-Jun,139
10423,South South,Cross River,cr Biase Local Government Area,24-Jul,173
10424,South South,Cross River,cr Biase Local Government Area,24-Aug,105
10425,South South,Cross River,cr Biase Local Government Area,24-Sep,151
10426,South South,Cross River,cr Biase Local Government Area,24-Oct,155
10427,South South,Cross River,cr Biase Local Government Area,24-Nov,130
10428,South South,Cross River,cr Biase Local Government Area,24-Dec,133
10429,South South,Cross River,cr Biase Local Government Area,25-Jan,142
10430,South South,Cross River,cr Biase Local Government Area,25-Feb,123
10431,South South,Cross River,cr Biase Local Government Area,25-Mar,153
10432,South South,Cross River,cr Biase Local Government Area,25-Apr,130
10433,South South,Cross River,cr Biase Local Government Area,25-May,122
10434,South South,Cross River,cr Biase Local Government Area,25-Jun,115
10435,South South,Cross River,cr Biase Local Government Area,25-Jul,159
10436,South South,Cross River,cr Biase Local Government Area,25-Aug,173
10437,South South,Cross River,cr Biase Local Government Area,25-Sep,153
10438,South South,Cross River,cr Biase Local Government Area,25-Oct,191
10439,South South,Cross River,cr Biase Local Government Area,25-Nov,143
10440,South South,Cross River,cr Biase Local Government Area,25-Dec,135
10441,South South,Cross River,cr Boki Local Government Area,21-Jan,137
10442,South South,Cross River,cr Boki Local Government Area,21-Feb,184
10443,South South,Cross River,cr Boki Local Government Area,21-Mar,184
10444,South South,Cross River,cr Boki Local Government Area,21-Apr,232
10445,South South,Cross River,cr Boki Local Government Area,21-May,200
10446,South South,Cross River,cr Boki Local Government Area,21-Jun,226
10447,South South,Cross River,cr Boki Local Government Area,21-Jul,239
10448,South South,Cross River,cr Boki Local Government Area,21-Aug,217
10449,South South,Cross River,cr Boki Local Government Area,21-Sep,224
10450,South South,Cross River,cr Boki Local Government Area,21-Oct,96
10451,South South,Cross River,cr Boki Local Government Area,21-Nov,133
10452,South South,Cross River,cr Boki Local Government Area,21-Dec,188
10453,South South,Cross River,cr Boki Local Government Area,22-Jan,197
10454,South South,Cross River,cr Boki Local Government Area,22-Feb,167
10455,South South,Cross River,cr Boki Local Government Area,22-Mar,217
10456,South South,Cross River,cr Boki Local Government Area,22-Apr,234
10457,South South,Cross River,cr Boki Local Government Area,22-May,212
10458,South South,Cross River,cr Boki Local Government Area,22-Jun,206
10459,South South,Cross River,cr Boki Local Government Area,22-Jul,169
10460,South South,Cross River,cr Boki Local Government Area,22-Aug,234
10461,South South,Cross River,cr Boki Local Government Area,22-Sep,252
10462,South South,Cross River,cr Boki Local Government Area,22-Oct,259
10463,South South,Cross River,cr Boki Local Government Area,22-Nov,261
10464,South South,Cross River,cr Boki Local Government Area,22-Dec,210
10465,South South,Cross River,cr Boki Local Government Area,23-Jan,215
10466,South South,Cross River,cr Boki Local Government Area,23-Feb,233
10467,South South,Cross River,cr Boki Local Government Area,23-Mar,278
10468,South South,Cross River,cr Boki Local Government Area,23-Apr,291
10469,South South,Cross River,cr Boki Local Government Area,23-May,315
10470,South South,Cross River,cr Boki Local Government Area,23-Jun,310
10471,South South,Cross River,cr Boki Local Government Area,23-Jul,331
10472,South South,Cross River,cr Boki Local Government Area,23-Aug,306
10473,South South,Cross River,cr Boki Local Government Area,23-Sep,307
10474,South South,Cross River,cr Boki Local Government Area,23-Oct,300
10475,South South,Cross River,cr Boki Local Government Area,23-Nov,293
10476,South South,Cross River,cr Boki Local Government Area,23-Dec,253
10477,South South,Cross River,cr Boki Local Government Area,24-Jan,295
10478,South South,Cross River,cr Boki Local Government Area,24-Feb,277
10479,South South,Cross River,cr Boki Local Government Area,24-Mar,313
10480,South South,Cross River,cr Boki Local Government Area,24-Apr,306
10481,South South,Cross River,cr Boki Local Government Area,24-May,326
10482,South South,Cross River,cr Boki Local Government Area,24-Jun,315
10483,South South,Cross River,cr Boki Local Government Area,24-Jul,358
10484,South South,Cross River,cr Boki Local Government Area,24-Aug,299
10485,South South,Cross River,cr Boki Local Government Area,24-Sep,360
10486,South South,Cross River,cr Boki Local Government Area,24-Oct,354
10487,South South,Cross River,cr Boki Local Government Area,24-Nov,315
10488,South South,Cross River,cr Boki Local Government Area,24-Dec,310
10489,South South,Cross River,cr Boki Local Government Area,25-Jan,318
10490,South South,Cross River,cr Boki Local Government Area,25-Feb,274
10491,South South,Cross River,cr Boki Local Government Area,25-Mar,351
10492,South South,Cross River,cr Boki Local Government Area,25-Apr,402
10493,South South,Cross River,cr Boki Local Government Area,25-May,414
10494,South South,Cross River,cr Boki Local Government Area,25-Jun,372
10495,South South,Cross River,cr Boki Local Government Area,25-Jul,399
10496,South South,Cross River,cr Boki Local Government Area,25-Aug,436
10497,South South,Cross River,cr Boki Local Government Area,25-Sep,443
10498,South South,Cross River,cr Boki Local Government Area,25-Oct,455
10499,South South,Cross River,cr Boki Local Government Area,25-Nov,443
10500,South South,Cross River,cr Boki Local Government Area,25-Dec,399
10501,South South,Cross River,cr Calabar Municipal Local Government Area,21-Jan,83
10502,South South,Cross River,cr Calabar Municipal Local Government Area,21-Feb,175
10503,South South,Cross River,cr Calabar Municipal Local Government Area,21-Mar,293
10504,South South,Cross River,cr Calabar Municipal Local Government Area,21-Apr,287
10505,South South,Cross River,cr Calabar Municipal Local Government Area,21-May,383
10506,South South,Cross River,cr Calabar Municipal Local Government Area,21-Jun,355
10507,South South,Cross River,cr Calabar Municipal Local Government Area,21-Jul,113
10508,South South,Cross River,cr Calabar Municipal Local Government Area,21-Aug,256
10509,South South,Cross River,cr Calabar Municipal Local Government Area,21-Sep,117
10510,South South,Cross River,cr Calabar Municipal Local Government Area,21-Oct,54
10511,South South,Cross River,cr Calabar Municipal Local Government Area,21-Nov,219
10512,South South,Cross River,cr Calabar Municipal Local Government Area,21-Dec,182
10513,South South,Cross River,cr Calabar Municipal Local Government Area,22-Jan,306
